Auction Date,Security,CUSIP,Tender Type,Tendered Amount,Accepted Amount
11/1/2005,4-Week Bill,912795WC1,Total Competitive,39718989,14848184
11/7/2005,1-Day Bill,912795VZ1,Primary Dealer,19510000,3750083
11/7/2005,1-Day Bill,912795VZ1,Direct Bidder,1002500,250000
11/7/2005,1-Day Bill,912795VZ1,Indirect Bidder,0,0
11/7/2005,1-Day Bill,912795VZ1,Total Competitive,20512500,4000083
11/7/2005,13-Week Bill,912795WN7,Primary Dealer,34811000,12399640
11/7/2005,13-Week Bill,912795WN7,Direct Bidder,1450000,345720
11/7/2005,13-Week Bill,912795WN7,Indirect Bidder,5206500,4053680
11/7/2005,13-Week Bill,912795WN7,Total Competitive,41467500,16799040
11/7/2005,26-Week Bill,912795XB2,Primary Dealer,24480000,9826000
11/7/2005,26-Week Bill,912795XB2,Direct Bidder,2000000,327840
11/7/2005,26-Week Bill,912795XB2,Indirect Bidder,5967525,5155757
11/7/2005,26-Week Bill,912795XB2,Total Competitive,32447525,15309597
11/8/2005,3-Year Note,912828EL0,Primary Dealer,32897000,12121880
11/8/2005,3-Year Note,912828EL0,Direct Bidder,1176000,186000
11/8/2005,3-Year Note,912828EL0,Indirect Bidder,9005000,5255000
11/8/2005,3-Year Note,912828EL0,Total Competitive,43078000,17562880
11/8/2005,4-Week Bill,912795WD9,Primary Dealer,38715000,18680720
11/8/2005,4-Week Bill,912795WD9,Direct Bidder,2775000,1275000
11/8/2005,4-Week Bill,912795WD9,Indirect Bidder,2857400,1857400
11/8/2005,4-Week Bill,912795WD9,Total Competitive,44347400,21813120
11/9/2005,5-Year Note,912828EM8,Primary Dealer,25371000,8851675
11/9/2005,5-Year Note,912828EM8,Direct Bidder,2593000,1178183
11/9/2005,5-Year Note,912828EM8,Indirect Bidder,5737400,2687400
11/9/2005,5-Year Note,912828EM8,Total Competitive,33701400,12717258
11/10/2005,10-Year Note,912828EN6,Primary Dealer,17995000,5615700
11/10/2005,10-Year Note,912828EN6,Direct Bidder,2082000,77000
11/10/2005,10-Year Note,912828EN6,Indirect Bidder,8817000,7125000
11/10/2005,10-Year Note,912828EN6,Total Competitive,28894000,12817700
11/14/2005,13-Week Bill,912795WP2,Primary Dealer,28970000,11387273
11/14/2005,13-Week Bill,912795WP2,Direct Bidder,1490000,575730
11/14/2005,13-Week Bill,912795WP2,Indirect Bidder,5485600,3899223
11/14/2005,13-Week Bill,912795WP2,Total Competitive,35945600,15862226
11/14/2005,26-Week Bill,912795XC0,Primary Dealer,27475000,8628825
11/14/2005,26-Week Bill,912795XC0,Direct Bidder,2020000,220000
11/14/2005,26-Week Bill,912795XC0,Indirect Bidder,6852000,5384123
11/14/2005,26-Week Bill,912795XC0,Total Competitive,36347000,14232948
11/15/2005,4-Week Bill,912795WE7,Primary Dealer,44230500,19186400
11/15/2005,4-Week Bill,912795WE7,Direct Bidder,3029000,1179000
11/15/2005,4-Week Bill,912795WE7,Indirect Bidder,3926250,3454850
11/15/2005,4-Week Bill,912795WE7,Total Competitive,51185750,23820250
11/21/2005,13-Week Bill,912795WQ0,Primary Dealer,31642000,6657242
11/21/2005,13-Week Bill,912795WQ0,Direct Bidder,1700000,361825
11/21/2005,13-Week Bill,912795WQ0,Indirect Bidder,10978400,8688875
11/21/2005,13-Week Bill,912795WQ0,Total Competitive,44320400,15707942
11/21/2005,26-Week Bill,912795XD8,Primary Dealer,30179000,9990356
11/21/2005,26-Week Bill,912795XD8,Direct Bidder,2240000,100000
11/21/2005,26-Week Bill,912795XD8,Indirect Bidder,6061575,4057688
11/21/2005,26-Week Bill,912795XD8,Total Competitive,38480575,14148044
11/22/2005,4-Week Bill,912795WF4,Primary Dealer,47480000,20875200
11/22/2005,4-Week Bill,912795WF4,Direct Bidder,4475000,462800
11/22/2005,4-Week Bill,912795WF4,Indirect Bidder,2951550,2501550
11/22/2005,4-Week Bill,912795WF4,Total Competitive,54906550,23839550
11/23/2005,2-Year Note,912828EP1,Primary Dealer,31324000,10944060
11/23/2005,2-Year Note,912828EP1,Direct Bidder,2275000,290000
11/23/2005,2-Year Note,912828EP1,Indirect Bidder,8753000,7953030
11/23/2005,2-Year Note,912828EP1,Total Competitive,42352000,19187090
11/28/2005,13-Week Bill,912795WR8,Primary Dealer,31932000,9963290
11/28/2005,13-Week Bill,912795WR8,Direct Bidder,2050000,900000
11/28/2005,13-Week Bill,912795WR8,Indirect Bidder,5746723,4800213
11/28/2005,13-Week Bill,912795WR8,Total Competitive,39728723,15663503
11/28/2005,26-Week Bill,912795XE6,Primary Dealer,27070000,8277030
11/28/2005,26-Week Bill,912795XE6,Direct Bidder,1325000,277205
11/28/2005,26-Week Bill,912795XE6,Indirect Bidder,6217900,5158045
11/28/2005,26-Week Bill,912795XE6,Total Competitive,34612900,13712280
11/29/2005,14-Day Bill,912795WE7,Primary Dealer,40455000,16674015
11/29/2005,14-Day Bill,912795WE7,Direct Bidder,2200000,1200000
11/29/2005,14-Day Bill,912795WE7,Indirect Bidder,3000000,2123450
11/29/2005,14-Day Bill,912795WE7,Total Competitive,45655000,19997465
11/29/2005,4-Week Bill,912795WG2,Primary Dealer,33068500,16627750
11/29/2005,4-Week Bill,912795WG2,Direct Bidder,2720000,1088855
11/29/2005,4-Week Bill,912795WG2,Indirect Bidder,2130600,2130600
11/29/2005,4-Week Bill,912795WG2,Total Competitive,37919100,19847205
11/30/2005,13-Day Bill,912795WE7,Primary Dealer,46405000,16336855
11/30/2005,13-Day Bill,912795WE7,Direct Bidder,2735000,118010
11/30/2005,13-Day Bill,912795WE7,Indirect Bidder,9200000,1545150
11/30/2005,13-Day Bill,912795WE7,Total Competitive,58340000,18000015
12/5/2005,13-Week Bill,912795WS6,Primary Dealer,33080000,10692600
12/5/2005,13-Week Bill,912795WS6,Direct Bidder,1600000,532640
12/5/2005,13-Week Bill,912795WS6,Indirect Bidder,5370200,4752160
12/5/2005,13-Week Bill,912795WS6,Total Competitive,40050200,15977400
12/5/2005,26-Week Bill,912795XF3,Primary Dealer,31472000,10561956
12/5/2005,26-Week Bill,912795XF3,Direct Bidder,1655000,35000
12/5/2005,26-Week Bill,912795XF3,Indirect Bidder,5056260,3664600
12/5/2005,26-Week Bill,912795XF3,Total Competitive,38183260,14261556
12/6/2005,4-Week Bill,912795WH0,Primary Dealer,33220000,13429850
12/6/2005,4-Week Bill,912795WH0,Direct Bidder,1753000,850000
12/6/2005,4-Week Bill,912795WH0,Indirect Bidder,2170115,1515790
12/6/2005,4-Week Bill,912795WH0,Total Competitive,37143115,15795640
12/7/2005,5-Year Note,912828EQ9,Primary Dealer,23981000,7139652
12/7/2005,5-Year Note,912828EQ9,Direct Bidder,960000,85000
12/7/2005,5-Year Note,912828EQ9,Indirect Bidder,5860000,5685000
12/7/2005,5-Year Note,912828EQ9,Total Competitive,30801000,12909652
12/7/2005,7-Day Bill,912795WE7,Primary Dealer,28960000,7750090
12/7/2005,7-Day Bill,912795WE7,Direct Bidder,2500000,2500000
12/7/2005,7-Day Bill,912795WE7,Indirect Bidder,2075000,750000
12/7/2005,7-Day Bill,912795WE7,Total Competitive,33535000,11000090
12/8/2005,9-Year 11-Month Note,912828EN6,Primary Dealer,14429000,6487865
12/8/2005,9-Year 11-Month Note,912828EN6,Direct Bidder,1086000,131000
12/8/2005,9-Year 11-Month Note,912828EN6,Indirect Bidder,1987205,1363976
12/8/2005,9-Year 11-Month Note,912828EN6,Total Competitive,17502205,7982841
12/12/2005,13-Week Bill,912795WT4,Primary Dealer,32865000,11522680
12/12/2005,13-Week Bill,912795WT4,Direct Bidder,1680000,194855
12/12/2005,13-Week Bill,912795WT4,Indirect Bidder,5136075,4236075
12/12/2005,13-Week Bill,912795WT4,Total Competitive,39681075,15953610
12/12/2005,26-Week Bill,912795XG1,Primary Dealer,25755000,8723270
12/12/2005,26-Week Bill,912795XG1,Direct Bidder,1030000,279802
12/12/2005,26-Week Bill,912795XG1,Indirect Bidder,5292350,5292350
12/12/2005,26-Week Bill,912795XG1,Total Competitive,32077350,14295422
12/13/2005,4-Week Bill,912795WJ6,Primary Dealer,29185500,11752600
12/13/2005,4-Week Bill,912795WJ6,Direct Bidder,1375000,475000
12/13/2005,4-Week Bill,912795WJ6,Indirect Bidder,2714250,1626690
12/13/2005,4-Week Bill,912795WJ6,Total Competitive,33274750,13854290
12/19/2005,13-Week Bill,912795WU1,Primary Dealer,28979000,9406470
12/19/2005,13-Week Bill,912795WU1,Direct Bidder,940000,190000
12/19/2005,13-Week Bill,912795WU1,Indirect Bidder,7461021,6383889
12/19/2005,13-Week Bill,912795WU1,Total Competitive,37380021,15980359
12/19/2005,26-Week Bill,912795XH9,Primary Dealer,26855000,9150590
12/19/2005,26-Week Bill,912795XH9,Direct Bidder,935000,137475
12/19/2005,26-Week Bill,912795XH9,Indirect Bidder,5149300,4999000
12/19/2005,26-Week Bill,912795XH9,Total Competitive,32939300,14287065
12/20/2005,4-Week Bill,912795WK3,Primary Dealer,26755000,6869200
12/20/2005,4-Week Bill,912795WK3,Direct Bidder,2600175,750000
12/20/2005,4-Week Bill,912795WK3,Indirect Bidder,3412895,3212895
12/20/2005,4-Week Bill,912795WK3,Total Competitive,32768070,10832095
12/27/2005,13-Week Bill,912795WV9,Primary Dealer,27303000,9484150
12/27/2005,13-Week Bill,912795WV9,Direct Bidder,935000,185000
12/27/2005,13-Week Bill,912795WV9,Indirect Bidder,6824192,5337141
12/27/2005,13-Week Bill,912795WV9,Total Competitive,35062192,15006291
12/27/2005,26-Week Bill,912795XJ5,Primary Dealer,22167000,8439650
12/27/2005,26-Week Bill,912795XJ5,Direct Bidder,660000,215550
12/27/2005,26-Week Bill,912795XJ5,Indirect Bidder,5136400,4528050
12/27/2005,26-Week Bill,912795XJ5,Total Competitive,27963400,13183250
12/28/2005,4-Week Bill,912795WL1,Primary Dealer,24305000,7848490
12/28/2005,4-Week Bill,912795WL1,Direct Bidder,600000,350000
12/28/2005,4-Week Bill,912795WL1,Indirect Bidder,1777000,1627000
12/28/2005,4-Week Bill,912795WL1,Total Competitive,26682000,9825490
12/29/2005,14-Day Bill,912795TR2,Primary Dealer,22680000,10209230
12/29/2005,14-Day Bill,912795TR2,Direct Bidder,1070000,1070000
12/29/2005,14-Day Bill,912795TR2,Indirect Bidder,1450000,720850
12/29/2005,14-Day Bill,912795TR2,Total Competitive,25200000,12000080
12/29/2005,2-Year Note,912828ER7,Primary Dealer,37978000,13153000
12/29/2005,2-Year Note,912828ER7,Direct Bidder,2791000,96000
12/29/2005,2-Year Note,912828ER7,Indirect Bidder,6631220,5831220
12/29/2005,2-Year Note,912828ER7,Total Competitive,47400220,19080220
1/3/2006,13-Week Bill,912795WW7,Primary Dealer,27897000,10331316
1/3/2006,13-Week Bill,912795WW7,Direct Bidder,2260000,450580
1/3/2006,13-Week Bill,912795WW7,Indirect Bidder,3577720,3477720
1/3/2006,13-Week Bill,912795WW7,Total Competitive,33734720,14259616
1/3/2006,26-Week Bill,912795XK2,Primary Dealer,21928000,8712970
1/3/2006,26-Week Bill,912795XK2,Direct Bidder,1560000,182034
1/3/2006,26-Week Bill,912795XK2,Indirect Bidder,4064200,3814000
1/3/2006,26-Week Bill,912795XK2,Total Competitive,27552200,12709004
1/4/2006,4-Week Bill,912795WM9,Primary Dealer,25916000,6841000
1/4/2006,4-Week Bill,912795WM9,Direct Bidder,1400000,325000
1/4/2006,4-Week Bill,912795WM9,Indirect Bidder,2450118,667618
1/4/2006,4-Week Bill,912795WM9,Total Competitive,29766118,7833618
1/9/2006,13-Week Bill,912795WX5,Primary Dealer,31863200,10371550
1/9/2006,13-Week Bill,912795WX5,Direct Bidder,1230000,603650
1/9/2006,13-Week Bill,912795WX5,Indirect Bidder,5113300,4759250
1/9/2006,13-Week Bill,912795WX5,Total Competitive,38206500,15734450
1/9/2006,26-Week Bill,912795XL0,Primary Dealer,29915000,8857000
1/9/2006,26-Week Bill,912795XL0,Direct Bidder,1815000,280000
1/9/2006,26-Week Bill,912795XL0,Indirect Bidder,6095100,4712900
1/9/2006,26-Week Bill,912795XL0,Total Competitive,37825100,13849900
1/10/2006,4-Week Bill,912795WN7,Primary Dealer,25235500,6380950
1/10/2006,4-Week Bill,912795WN7,Direct Bidder,2950000,900225
1/10/2006,4-Week Bill,912795WN7,Indirect Bidder,1892943,513123
1/10/2006,4-Week Bill,912795WN7,Total Competitive,30078443,7794298
1/11/2006,5-Year Note,912828ES5,Primary Dealer,21693000,9055158
1/11/2006,5-Year Note,912828ES5,Direct Bidder,1596000,173614
1/11/2006,5-Year Note,912828ES5,Indirect Bidder,3881000,3681000
1/11/2006,5-Year Note,912828ES5,Total Competitive,27170000,12909772
1/12/2006,10-Year TIPS,912828ET3,Primary Dealer,9691000,3507512
1/12/2006,10-Year TIPS,912828ET3,Direct Bidder,203000,16000
1/12/2006,10-Year TIPS,912828ET3,Indirect Bidder,6580440,5341740
1/12/2006,10-Year TIPS,912828ET3,Total Competitive,16474440,8865252
1/17/2006,13-Week Bill,912795WY3,Primary Dealer,37560000,13922700
1/17/2006,13-Week Bill,912795WY3,Direct Bidder,1420000,413790
1/17/2006,13-Week Bill,912795WY3,Indirect Bidder,4089850,3483800
1/17/2006,13-Week Bill,912795WY3,Total Competitive,43069850,17820290
1/17/2006,26-Week Bill,912795XM8,Primary Dealer,29391000,9707090
1/17/2006,26-Week Bill,912795XM8,Direct Bidder,2160000,280000
1/17/2006,26-Week Bill,912795XM8,Indirect Bidder,5307193,5034490
1/17/2006,26-Week Bill,912795XM8,Total Competitive,36858193,15021580
1/18/2006,4-Week Bill,912795WP2,Primary Dealer,23486000,7499022
1/18/2006,4-Week Bill,912795WP2,Direct Bidder,3070000,225000
1/18/2006,4-Week Bill,912795WP2,Indirect Bidder,1042200,76710
1/18/2006,4-Week Bill,912795WP2,Total Competitive,27598200,7800732
1/23/2006,13-Week Bill,912795WZ0,Primary Dealer,36782000,13640380
1/23/2006,13-Week Bill,912795WZ0,Direct Bidder,1200000,300000
1/23/2006,13-Week Bill,912795WZ0,Indirect Bidder,4797445,3908455
1/23/2006,13-Week Bill,912795WZ0,Total Competitive,42779445,17848835
1/23/2006,26-Week Bill,912795XN6,Primary Dealer,30322000,10697219
1/23/2006,26-Week Bill,912795XN6,Direct Bidder,1610000,73798
1/23/2006,26-Week Bill,912795XN6,Indirect Bidder,5391000,4089735
1/23/2006,26-Week Bill,912795XN6,Total Competitive,37323000,14860752
1/24/2006,20-Year TIPS,912810FS2,Primary Dealer,8671820,4300520
1/24/2006,20-Year TIPS,912810FS2,Direct Bidder,198000,46000
1/24/2006,20-Year TIPS,912810FS2,Indirect Bidder,5841900,5561600
1/24/2006,20-Year TIPS,912810FS2,Total Competitive,14711720,9908120
1/24/2006,4-Week Bill,912795WQ0,Primary Dealer,21201500,10269840
1/24/2006,4-Week Bill,912795WQ0,Direct Bidder,2025000,775000
1/24/2006,4-Week Bill,912795WQ0,Indirect Bidder,800200,800200
1/24/2006,4-Week Bill,912795WQ0,Total Competitive,24026700,11845040
1/25/2006,2-Year Note,912828EU0,Primary Dealer,38332000,15295468
1/25/2006,2-Year Note,912828EU0,Direct Bidder,1271000,346000
1/25/2006,2-Year Note,912828EU0,Indirect Bidder,5792000,5392000
1/25/2006,2-Year Note,912828EU0,Total Competitive,45395000,21033468
1/30/2006,13-Week Bill,912795XA4,Primary Dealer,28564000,12814550
1/30/2006,13-Week Bill,912795XA4,Direct Bidder,1955000,555000
1/30/2006,13-Week Bill,912795XA4,Indirect Bidder,4466000,4179350
1/30/2006,13-Week Bill,912795XA4,Total Competitive,34985000,17548900
1/30/2006,26-Week Bill,912795XP1,Primary Dealer,25301000,10588740
1/30/2006,26-Week Bill,912795XP1,Direct Bidder,1440000,265000
1/30/2006,26-Week Bill,912795XP1,Indirect Bidder,4299300,4164165
1/30/2006,26-Week Bill,912795XP1,Total Competitive,31040300,15017905
1/31/2006,4-Week Bill,912795WR8,Primary Dealer,37543000,14373773
1/31/2006,4-Week Bill,912795WR8,Direct Bidder,3000000,850000
1/31/2006,4-Week Bill,912795WR8,Indirect Bidder,4357400,2580150
1/31/2006,4-Week Bill,912795WR8,Total Competitive,44900400,17803923
2/6/2006,13-Week Bill,912795XB2,Primary Dealer,41351000,14179180
2/6/2006,13-Week Bill,912795XB2,Direct Bidder,2667500,521400
2/6/2006,13-Week Bill,912795XB2,Indirect Bidder,4852900,2752900
2/6/2006,13-Week Bill,912795XB2,Total Competitive,48871400,17453480
2/6/2006,26-Week Bill,912795XQ9,Primary Dealer,28566000,10032075
2/6/2006,26-Week Bill,912795XQ9,Direct Bidder,1440000,98338
2/6/2006,26-Week Bill,912795XQ9,Indirect Bidder,6058800,4822206
2/6/2006,26-Week Bill,912795XQ9,Total Competitive,36064800,14952619
2/7/2006,3-Year Note,912828EV8,Primary Dealer,35491000,15504038
2/7/2006,3-Year Note,912828EV8,Direct Bidder,1700000,655000
2/7/2006,3-Year Note,912828EV8,Indirect Bidder,5162000,4559000
2/7/2006,3-Year Note,912828EV8,Total Competitive,42353000,20718038
2/7/2006,4-Week Bill,912795WS6,Primary Dealer,32381500,10627090
2/7/2006,4-Week Bill,912795WS6,Direct Bidder,3100000,1054990
2/7/2006,4-Week Bill,912795WS6,Indirect Bidder,2173000,2070332
2/7/2006,4-Week Bill,912795WS6,Total Competitive,37654500,13752412
2/8/2006,10-Year Note,912828EW6,Primary Dealer,22043000,7381347
2/8/2006,10-Year Note,912828EW6,Direct Bidder,1689200,218200
2/8/2006,10-Year Note,912828EW6,Indirect Bidder,6257450,5246581
2/8/2006,10-Year Note,912828EW6,Total Competitive,29989650,12846128
2/9/2006,30-Year Bond,912810FT0,Primary Dealer,15950000,4753567
2/9/2006,30-Year Bond,912810FT0,Direct Bidder,1501001,37001
2/9/2006,30-Year Bond,912810FT0,Indirect Bidder,11130625,9070720
2/9/2006,30-Year Bond,912810FT0,Total Competitive,28581626,13861288
2/13/2006,13-Week Bill,912795XC0,Primary Dealer,34535000,12482725
2/13/2006,13-Week Bill,912795XC0,Direct Bidder,1555000,312693
2/13/2006,13-Week Bill,912795XC0,Indirect Bidder,6240540,4581568
2/13/2006,13-Week Bill,912795XC0,Total Competitive,42330540,17376986
2/13/2006,26-Week Bill,912795XR7,Primary Dealer,30274000,9507150
2/13/2006,26-Week Bill,912795XR7,Direct Bidder,1510000,585000
2/13/2006,26-Week Bill,912795XR7,Indirect Bidder,6919015,4863645
2/13/2006,26-Week Bill,912795XR7,Total Competitive,38703015,14955795
2/14/2006,4-Week Bill,912795WT4,Primary Dealer,35786000,14023540
2/14/2006,4-Week Bill,912795WT4,Direct Bidder,2500000,400000
2/14/2006,4-Week Bill,912795WT4,Indirect Bidder,2738700,1337730
2/14/2006,4-Week Bill,912795WT4,Total Competitive,41024700,15761270
2/21/2006,13-Week Bill,912795XD8,Primary Dealer,33677500,12476805
2/21/2006,13-Week Bill,912795XD8,Direct Bidder,2515000,855050
2/21/2006,13-Week Bill,912795XD8,Indirect Bidder,4433070,4094140
2/21/2006,13-Week Bill,912795XD8,Total Competitive,40625570,17425995
2/21/2006,26-Week Bill,912795XS5,Primary Dealer,25656000,10640275
2/21/2006,26-Week Bill,912795XS5,Direct Bidder,2031520,426308
2/21/2006,26-Week Bill,912795XS5,Indirect Bidder,6946700,4736550
2/21/2006,26-Week Bill,912795XS5,Total Competitive,34634220,15803133
2/22/2006,2-Year Note,912828EY2,Primary Dealer,38977000,14301566
2/22/2006,2-Year Note,912828EY2,Direct Bidder,1411358,116358
2/22/2006,2-Year Note,912828EY2,Indirect Bidder,7853900,6558950
2/22/2006,2-Year Note,912828EY2,Total Competitive,48242258,20976874
2/22/2006,4-Week Bill,912795WU1,Primary Dealer,32466500,16013193
2/22/2006,4-Week Bill,912795WU1,Direct Bidder,2700000,716940
2/22/2006,4-Week Bill,912795WU1,Indirect Bidder,4021764,2005644
2/22/2006,4-Week Bill,912795WU1,Total Competitive,39188264,18735777
2/23/2006,5-Year Note,912828EX4,Primary Dealer,26153000,10720550
2/23/2006,5-Year Note,912828EX4,Direct Bidder,1095000,175000
2/23/2006,5-Year Note,912828EX4,Indirect Bidder,3107000,2957000
2/23/2006,5-Year Note,912828EX4,Total Competitive,30355000,13852550
2/27/2006,13-Week Bill,912795XE6,Primary Dealer,32248000,12246228
2/27/2006,13-Week Bill,912795XE6,Direct Bidder,1925000,766420
2/27/2006,13-Week Bill,912795XE6,Indirect Bidder,5254442,4981562
2/27/2006,13-Week Bill,912795XE6,Total Competitive,39427442,17994210
2/27/2006,26-Week Bill,912795XT3,Primary Dealer,30333000,11007668
2/27/2006,26-Week Bill,912795XT3,Direct Bidder,975000,276475
2/27/2006,26-Week Bill,912795XT3,Indirect Bidder,6647930,5136424
2/27/2006,26-Week Bill,912795XT3,Total Competitive,37955930,16420567
2/28/2006,4-Week Bill,912795WV9,Primary Dealer,45480094,16772774
2/28/2006,4-Week Bill,912795WV9,Direct Bidder,3590000,1390000
2/28/2006,4-Week Bill,912795WV9,Indirect Bidder,3737400,1547890
2/28/2006,4-Week Bill,912795WV9,Total Competitive,52807494,19710664
3/1/2006,12-Day Bill,912795TS0,Primary Dealer,56431000,24848650
3/1/2006,12-Day Bill,912795TS0,Direct Bidder,7150000,150000
3/1/2006,12-Day Bill,912795TS0,Indirect Bidder,750000,0
3/1/2006,12-Day Bill,912795TS0,Total Competitive,64331000,24998650
3/6/2006,13-Week Bill,912795XF3,Primary Dealer,36261000,12740170
3/6/2006,13-Week Bill,912795XF3,Direct Bidder,1730000,730000
3/6/2006,13-Week Bill,912795XF3,Indirect Bidder,6576127,5046067
3/6/2006,13-Week Bill,912795XF3,Total Competitive,44567127,18516237
3/6/2006,26-Week Bill,912795XU0,Primary Dealer,30541000,11927502
3/6/2006,26-Week Bill,912795XU0,Direct Bidder,1820000,425000
3/6/2006,26-Week Bill,912795XU0,Indirect Bidder,5932000,4724130
3/6/2006,26-Week Bill,912795XU0,Total Competitive,38293000,17076632
3/7/2006,4-Week Bill,912795WW7,Primary Dealer,37171500,15115460
3/7/2006,4-Week Bill,912795WW7,Direct Bidder,2075000,995465
3/7/2006,4-Week Bill,912795WW7,Indirect Bidder,1645085,1566325
3/7/2006,4-Week Bill,912795WW7,Total Competitive,40891585,17677250
3/7/2006,6-Day Bill,912795TT8,Primary Dealer,27601000,6835725
3/7/2006,6-Day Bill,912795TT8,Direct Bidder,2400000,114465
3/7/2006,6-Day Bill,912795TT8,Indirect Bidder,50000,50000
3/7/2006,6-Day Bill,912795TT8,Total Competitive,30051000,7000190
3/9/2006,9-Year 11-Month Note,912828EW6,Primary Dealer,20994000,7457132
3/9/2006,9-Year 11-Month Note,912828EW6,Direct Bidder,1044000,87951
3/9/2006,9-Year 11-Month Note,912828EW6,Indirect Bidder,889000,435138
3/9/2006,9-Year 11-Month Note,912828EW6,Total Competitive,22927000,7980221
3/13/2006,13-Week Bill,912795XG1,Primary Dealer,40531000,12502435
3/13/2006,13-Week Bill,912795XG1,Direct Bidder,2135000,289088
3/13/2006,13-Week Bill,912795XG1,Indirect Bidder,7738197,5875057
3/13/2006,13-Week Bill,912795XG1,Total Competitive,50404197,18666580
3/13/2006,26-Week Bill,912795XV8,Primary Dealer,30726000,12552560
3/13/2006,26-Week Bill,912795XV8,Direct Bidder,970000,140000
3/13/2006,26-Week Bill,912795XV8,Indirect Bidder,6026000,4397360
3/13/2006,26-Week Bill,912795XV8,Total Competitive,37722000,17089920
3/14/2006,1-Day Bill,912795TS0,Primary Dealer,17256000,4000000
3/14/2006,1-Day Bill,912795TS0,Direct Bidder,750000,0
3/14/2006,1-Day Bill,912795TS0,Indirect Bidder,0,0
3/14/2006,1-Day Bill,912795TS0,Total Competitive,18006000,4000000
3/14/2006,4-Week Bill,912795WX5,Primary Dealer,34011000,13456525
3/14/2006,4-Week Bill,912795WX5,Direct Bidder,2200000,690870
3/14/2006,4-Week Bill,912795WX5,Indirect Bidder,3731000,3531000
3/14/2006,4-Week Bill,912795WX5,Total Competitive,39942000,17678395
3/20/2006,13-Week Bill,912795XH9,Primary Dealer,33711000,11082520
3/20/2006,13-Week Bill,912795XH9,Direct Bidder,1585000,571960
3/20/2006,13-Week Bill,912795XH9,Indirect Bidder,6918982,6053222
3/20/2006,13-Week Bill,912795XH9,Total Competitive,42214982,17707702
3/20/2006,26-Week Bill,912795XW6,Primary Dealer,32136000,11060460
3/20/2006,26-Week Bill,912795XW6,Direct Bidder,674495,103570
3/20/2006,26-Week Bill,912795XW6,Indirect Bidder,6754000,3835000
3/20/2006,26-Week Bill,912795XW6,Total Competitive,39564495,14999030
3/21/2006,4-Week Bill,912795WY3,Primary Dealer,42321500,21375669
3/21/2006,4-Week Bill,912795WY3,Direct Bidder,2175000,1163570
3/21/2006,4-Week Bill,912795WY3,Indirect Bidder,3670554,3170554
3/21/2006,4-Week Bill,912795WY3,Total Competitive,48167054,25709793
3/27/2006,13-Week Bill,912795XJ5,Primary Dealer,26694500,9610340
3/27/2006,13-Week Bill,912795XJ5,Direct Bidder,1880000,145000
3/27/2006,13-Week Bill,912795XJ5,Indirect Bidder,6235888,4722253
3/27/2006,13-Week Bill,912795XJ5,Total Competitive,34810388,14477593
3/27/2006,2-Year Note,912828EZ9,Primary Dealer,36825000,13231363
3/27/2006,2-Year Note,912828EZ9,Direct Bidder,1273684,264759
3/27/2006,2-Year Note,912828EZ9,Indirect Bidder,7616675,7516675
3/27/2006,2-Year Note,912828EZ9,Total Competitive,45715359,21012797
3/27/2006,26-Week Bill,912795XX4,Primary Dealer,23046000,9394652
3/27/2006,26-Week Bill,912795XX4,Direct Bidder,1071628,81628
3/27/2006,26-Week Bill,912795XX4,Indirect Bidder,3746335,3369760
3/27/2006,26-Week Bill,912795XX4,Total Competitive,27863963,12846040
3/28/2006,4-Week Bill,912795WZ0,Primary Dealer,33350000,15411250
3/28/2006,4-Week Bill,912795WZ0,Direct Bidder,4330000,463125
3/28/2006,4-Week Bill,912795WZ0,Indirect Bidder,5426025,3824775
3/28/2006,4-Week Bill,912795WZ0,Total Competitive,43106025,19699150
3/29/2006,5-Year Note,912828FA3,Primary Dealer,26782000,10127088
3/29/2006,5-Year Note,912828FA3,Direct Bidder,570000,120000
3/29/2006,5-Year Note,912828FA3,Indirect Bidder,4047000,3597000
3/29/2006,5-Year Note,912828FA3,Total Competitive,31399000,13844088
3/30/2006,14-Day Bill,912795TU5,Primary Dealer,38701000,17147110
3/30/2006,14-Day Bill,912795TU5,Direct Bidder,4050000,2800000
3/30/2006,14-Day Bill,912795TU5,Indirect Bidder,5710000,50000
3/30/2006,14-Day Bill,912795TU5,Total Competitive,48461000,19997110
4/3/2006,13-Week Bill,912795XK2,Primary Dealer,29656000,8306560
4/3/2006,13-Week Bill,912795XK2,Direct Bidder,1155000,255000
4/3/2006,13-Week Bill,912795XK2,Indirect Bidder,4459642,4046414
4/3/2006,13-Week Bill,912795XK2,Total Competitive,35270642,12607974
4/3/2006,26-Week Bill,912795XY2,Primary Dealer,26861000,7607065
4/3/2006,26-Week Bill,912795XY2,Direct Bidder,975000,66733
4/3/2006,26-Week Bill,912795XY2,Indirect Bidder,4784100,4468750
4/3/2006,26-Week Bill,912795XY2,Total Competitive,32620100,12142548
4/4/2006,4-Week Bill,912795XA4,Primary Dealer,28825500,8079875
4/4/2006,4-Week Bill,912795XA4,Direct Bidder,2125000,25000
4/4/2006,4-Week Bill,912795XA4,Indirect Bidder,5996000,1515200
4/4/2006,4-Week Bill,912795XA4,Total Competitive,36946500,9620075
4/5/2006,11-Day Bill,912795TU5,Primary Dealer,36930000,12500165
4/5/2006,11-Day Bill,912795TU5,Direct Bidder,3400000,500000
4/5/2006,11-Day Bill,912795TU5,Indirect Bidder,400000,0
